,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.6,.6,.6,.6,.6,.6
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.6,.6,.6,.6,.6,.6
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.6,.6,.6,.6,.6,.6
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.6,.6,.6,.6,.6,.6
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.6,.6,.6,.6,.6,.6
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.6,.6,.6,.6,.6,.6
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.6,.6,.6,.6,.6,.6
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.6,.6,.6,.6,.6,.6
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.6,.6,.6,.6,.6,.6
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.6,.6,.6,.6,.6,.6
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.6,.6,.6,.6,.6,.6
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.6,.6,.6,.6,.6,.6
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.6,.6,.6,.6,.6,.6
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.6,.6,.6,.6,.6,.6
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.6,.6,.6,.6,.6,.6
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.6,.6,.6,.6,.6,.6
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.6,.6,.6,.6,.6,.6
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.6,.6,.6,.6,.6,.6
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.6,.6,.6,.6,.6,.6
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.6,.6,.6,.6,.6,.6
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.6,.6,.6,.6,.6,.6
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.6,.6,.6,.6,.6,.6
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.6,.6,.6,.6,.6,.6
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.6,.6,.6,.6,.6,.6
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.6,.6,.6,.6,.6,.6
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.6,.6,.6,.6,.6,.6
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.6,.6,.6,.6,.6,.6
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.6,.6,.6,.6,.6,.6
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.6,.6,.6,.6,.6,.6
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.6,.6,.6,.6,.6,.6
1,,,,,,,,,,,,,,,,,,,,,,,,,.111,.111,.111,.111,.111,.111,.111,.111,.111,.111,.6,.6,.6,.6,.6,.6
1,,,,,,,,,,,,,,,,,,,,,,,,,.111,.111,.111,.111,.111,.111,.111,.111,.111,.111,.4775,.4775,.4775,.4775,.4775,.4775
1,,,,,,,,,,,,,,,,,,,,,,,,,.111,.111,.111,.111,.111,.111,.111,.111,.111,.111,.405,.405,.405,.405,.405,.405
1,,,,,,,,,,,,,,,,,,,,,,,,,.111,.111,.111,.111,.111,.111,.111,.111,.111,.111,.375,.375,.375,.375,.375,.375
1,,,,,,,,,,,,,,,,,,,,,,,,,.111,.111,.111,.111,.111,.111,.111,.111,.111,.111,.3275,.3275,.3275,.3275,.3275,.3275
1,,,,,,,,,,,,,,,,,,,,.111,.111,.111,.111,.111,.111,.111,.111,.111,.111,.111,.111,.111,.111,.111,.3165,.3165,.3165,.3165,.3165,.3165
1,,,,,,,,,,,,,,,,,,,,.111,.111,.111,.111,.111,.111,.111,.111,.111,.111,.111,.111,.111,.111,.111,.25,.25,.25,.25,.25,.25
1,,,,,,,,,,,,,,,,,,,,.111,.111,.111,.111,.111,.111,.111,.111,.111,.111,.111,.111,.111,.111,.111,.2335,.2335,.2335,.2335,.2335,.2335
1,,,,,,,,,,,,,,,,,,,,.111,.111,.111,.111,.111,.111,.111,.111,.111,.111,.211,.211,.211,.211,.211,.211,.211,.211,.211,.211,.211
1,,,,,,,,,,,,,,,,,,,,.111,.111,.111,.111,.111,.111,.111,.111,.111,.2275,.2275,.2275,.2275,.2275,.2275,.2275,.2275,.2275,.2275,.2275,.2275
1,,,,,.111,.111,.111,.111,.111,.111,.111,.111,.111,.111,.111,.111,.111,.111,.111,.111,.111,.111,.111,.111,.111,.111,.111,.2335,.2335,.2335,.2335,.2335,.2335,.2335,.2335,.2335,.2335,.2335,.2335,.2335
1,,,,,.111,.111,.111,.111,.111,.111,.111,.111,.111,.111,.111,.111,.111,.111,.111,.111,.111,.111,.111,.111,.111,.111,.2225,.2225,.2225,.2225,.2225,.2225,.2225,.2225,.2225,.2225,.2225,.2225,.2225,.2225
1,,,,,.111,.111,.111,.111,.111,.111,.111,.111,.111,.111,.111,.111,.111,.111,.111,.111,.111,.111,.111,.111,.111,.231,.231,.231,.231,.231,.231,.231,.231,.231,.231,.231,.231,.231,.231,.231
1,,,,,.111,.111,.111,.111,.111,.111,.111,.111,.111,.111,.111,.111,.111,.111,.111,.111,.111,.111,.111,.111,.231,.231,.231,.231,.231,.231,.231,.231,.231,.231,.231,.231,.231,.231,.231,.231
1,,,,,.111,.111,.111,.111,.111,.111,.111,.111,.111,.111,.111,.111,.111,.111,.111,.111,.111,.111,.111,.2635,.2635,.2635,.2635,.2635,.2635,.2635,.2635,.2635,.2635,.2635,.2635,.2635,.2635,.2635,.2635,.2635
1,,,,,.2635,.2635,.2635,.2635,.2635,.2635,.2635,.2635,.2635,.2635,.2635,.2635,.2635,.2635,.2635,.2635,.2635,.2635,.2635,.2635,.2635,.2635,.2635,.2635,.2635,.2635,.2635,.2635,.2635,.2635,.2635,.2635,.2635,.2635,.2635,.2635
1,,,,,.2635,.2635,.2635,.2635,.2635,.2635,.2635,.2635,.2635,.2635,.2635,.2635,.2635,.2635,.2635,.2635,.2635,.2635,.2635,.2635,.2635,.2635,.2635,.2635,.2635,.2635,.2635,.2635,.2635,.2635,.2635,.2635,.2635,.2635,.2635,.2635
1,,,,,.2185,.2185,.2185,.2185,.2185,.2185,.2185,.2185,.2185,.2185,.2185,.2185,.2185,.2185,.2185,.2185,.2185,.2185,.2185,.2185,.2185,.2185,.2185,.2185,.2185,.2185,.2185,.2185,.2185,.2185,.2185,.2185,.2185,.2185,.2185,.2185
1,,,,,.1785,.1785,.1785,.1785,.1785,.1785,.1785,.1785,.1785,.1785,.1785,.1785,.1785,.1785,.1785,.1785,.1785,.1785,.1785,.1785,.1785,.1785,.1785,.1785,.1785,.1785,.1785,.1785,.1785,.1785,.1785,.1785,.1785,.1785,.1785,.1785
1,,,,,.2315,.2315,.2315,.2315,.2315,.2315,.2315,.2315,.2315,.2315,.2315,.2315,.2315,.2315,.2315,.2315,.2315,.2315,.2315,.2315,.2315,.2315,.2315,.2315,.2315,.2315,.2315,.2315,.2315,.2315,.2315,.2315,.2315,.2315,.2315,.2315
1,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
